Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,"£3,241.72", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,241.72", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,241.72", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,238.26", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
SUPPORTED FOSTERING SERVICES,"£5,056.72", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
SUPPORTED FOSTERING SERVICES,"£5,056.72", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£5,159.95", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
SUPPORTED FOSTERING SERVICES,"£3,268.02", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£3,440.07", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£5,159.95", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£3,440.07", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£3,440.07", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£3,440.07", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£3,268.02", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
SUPPORTED FOSTERING SERVICES,"£3,268.02", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
SUPPORTED FOSTERING SERVICES,"£3,268.02", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£4,300.01", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,751.62", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,751.62", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,436.97", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£5,627.74", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,616.15", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,751.62", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,751.62", 29/08/2018,Childrens Services,Agency Placements
SANCTUARY CARE LTD,"£2,153.70", 29/08/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£3,106.85", 29/08/2018,Health and Adult Services,Private Sector Nursing Homes
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
SANCTUARY CARE LTD,"£2,338.29", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
ETHELBERT SPECIALIST HOMES LTD,"£9,982.00", 29/08/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£11,638.11", 29/08/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£4,086.77", 29/08/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£4,086.77", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
ETHELBERT SPECIALIST HOMES LTD,"£5,415.70", 29/08/2018,Childrens Services,Agency Placements
ETHELBERT SPECIALIST HOMES LTD,"£5,535.71", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,269.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,£614.47, 29/08/2018,Health and Adult Services,PS Residential Respite Care
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£3,875.31", 29/08/2018,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£3,875.31", 29/08/2018,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£4,249.17", 29/08/2018,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£3,432.32", 29/08/2018,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£3,432.32", 29/08/2018,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£3,467.66", 29/08/2018,Childrens Services,Agency Placements
CAPSTONE FOSTER CARE (SOUTH EAST ) LTD,"£3,511.68", 29/08/2018,Childrens Services,Agency Placements
SUPPORTED FOSTERING SERVICES,"£4,300.01", 29/08/2018,Childrens Services,Agency Placements
NEXT STEP FOSTERING SERVICES LTD,"£3,804.01", 29/08/2018,Childrens Services,Agency Placements
NEXT STEP FOSTERING SERVICES LTD,"£5,704.00", 29/08/2018,Childrens Services,Agency Placements
NEXT STEP FOSTERING SERVICES LTD,"£3,613.67", 29/08/2018,Childrens Services,Agency Placements
NEXT STEP FOSTERING SERVICES LTD,"£3,875.00", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£18,600.00", 29/08/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£4,406.43", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,408.42", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,408.42", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,965.52", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,963.57", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,965.52", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,393.71", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,207.14", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,408.42", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£4,186.99", 29/08/2018,Health and Adult Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,£672.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£190.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£23.76, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£177.60, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£204.41, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£189.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£63.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£100.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£298.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£298.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,-£41.40, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£298.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,-£27.40, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£69.99, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£29.16, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£28.80, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£60.00, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£25.00, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£25.20, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£20.00, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£12.60, 29/08/2018,Childrens Services,Children Looked After
REDACTED PERSONAL INFORMATION,£230.84, 29/08/2018,Childrens Services,Foster Carer Task Work
REDACTED PERSONAL INFORMATION,£15.83, 29/08/2018,Childrens Services,Foster Carer Task Work
REDACTED PERSONAL INFORMATION,£42.75, 29/08/2018,Childrens Services,Foster Carer Task Work
REDACTED PERSONAL INFORMATION,£888.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,"£1,166.40", 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£444.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£993.60, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£380.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£764.00, 29/08/2018,Childrens Services,Services Vol Associations
REDACTED PERSONAL INFORMATION,£888.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£993.60, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£380.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£500.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£672.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£669.44, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£167.36, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£669.44, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£760.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£993.60, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£833.68, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£993.60, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£669.44, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£888.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£558.63, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£50.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£60.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£604.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£496.86, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£496.86, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£583.24, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£438.00, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Asylum Immigration
REDACTED PERSONAL INFORMATION,£583.24, 29/08/2018,Childrens Services,Asylum Immigration
REDACTED PERSONAL INFORMATION,-£190.00, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,-£50.00, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£546.84, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£633.22, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£444.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£633.22, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£444.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£500.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£540.12, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£50.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£444.00, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,£683.20, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,-£196.08, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,-£50.00, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£496.86, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£546.84, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£292.04, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£433.44, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£298.06, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£441.56, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£587.72, 29/08/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£546.84, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£583.24, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£444.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£583.24, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£500.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£633.22, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£546.84, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£490.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£546.84, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£379.96, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£596.82, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£683.20, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£440.16, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£336.00, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£440.16, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£443.94, 29/08/2018,Childrens Services,Fostering Allowances
REDACTED PERSONAL INFORMATION,£683.20, 29/08/2018,Childrens Services,Fostering Allowances
